id;filename;text;augmentation_type;difficulté_verbalisation
73_swap;Entretien 01 24.10.03 01_traitement_A;' c est aussi la coupe verre. du;swap;0
73_translation;Entretien 01 24.10.03 01_traitement_A;C'est aussi la coupe de verre.;translation;0
74;Entretien 01 24.10.03 01_traitement_A;Alors ça, c'est challengeant.;original;0
74_contextual;Entretien 01 24.10.03 01_traitement_A;Alors ça, c' été promis !!.;contextual;0
74_swap;Entretien 01 24.10.03 01_traitement_A;Ça alors, ' c challengeant est.;swap;0
74_translation;Entretien 01 24.10.03 01_traitement_A;Ça a l'air excitant.;translation;0
75;Entretien 01 24.10.03 01_traitement_A;Parce que des fois, on a des courbes et des coupes un peu compliquées avec des courbes rentrantes ou des ronds, des trucs un peu complexes avec des pointes.;original;0
75_contextual;Entretien 01 24.10.03 01_traitement_A;Parce que des fois, tu a plus courbes comme des coupes un peu compliquées avec 10 courbes différenteses ou des ligness, deux trucs à minimum complexes avec des points.;contextual;0
75_swap;Entretien 01 24.10.03 01_traitement_A;Parce fois que des, on des a courbes et des coupes un peu avec compliquées des courbes rentrantes ou des, ronds trucs un des peu avec complexes des pointes.;swap;0
75_translation;Entretien 01 24.10.03 01_traitement_A;Parce que parfois, nous avons des courbes et des coupes un peu compliquées avec des courbes ou des tours en rotation, des trucs complexes avec des dentelles.;translation;0
76;Entretien 01 24.10.03 01_traitement_A;Ça aussi, j'en suis un peu fière.;original;0
76_contextual;Entretien 01 24.10.03 01_traitement_A;Visiblement aussi, cette' fille est un peu fière.;contextual;0
76_swap;Entretien 01 24.10.03 01_traitement_A;Aussi ça, ' j en suis fière un peu.;swap;0
76_translation;Entretien 01 24.10.03 01_traitement_A;Moi aussi, j'en suis un peu fière.;translation;0
77;Entretien 01 24.10.03 01_traitement_A;Parce que c'est au fur et à mesure du temps où plus tu le fais, plus tu assimiles.;original;0
77_contextual;Entretien 01 24.10.03 01_traitement_A;Parce que c'est au jour jour à mesure que jour où forcément tu le fais, ensuite ils assim Tues.;contextual;0
77_swap;Entretien 01 24.10.03 01_traitement_A;Parce c que ' au fur est et mesure du à temps où plus le fais tu, plus tu assimiles.;swap;0
77_translation;Entretien 01 24.10.03 01_traitement_A;Parce que plus tu le fais, plus tu assimiles.;translation;0
78;Entretien 01 24.10.03 01_traitement_A;Et après, tu es fière de pouvoir faire des trucs qui sont un peu compliqués.;original;0
78_contextual;Entretien 01 24.10.03 01_traitement_A;Selon moi, elle es fière de pouvoir faire ces trucs tu sont un minimum compliqués.;contextual;0
78_swap;Entretien 01 24.10.03 01_traitement_A;Après et tu, es de fière faire pouvoir des qui trucs sont peu un compliqués.;swap;0
78_translation;Entretien 01 24.10.03 01_traitement_A;Et puis tu es fier de pouvoir faire des choses un peu compliquées.;translation;0
79;Entretien 01 24.10.03 01_traitement_A;Dans les petits détails ?;original;1
79_contextual;Entretien 01 24.10.03 01_traitement_A;Dans les bons magasins ?;contextual;1
79_swap;Entretien 01 24.10.03 01_traitement_A;Les dans petits? détails;swap;1
79_translation;Entretien 01 24.10.03 01_traitement_A;Dans les petits détails ?;translation;1
7_contextual;Entretien 01 24.10.03 01_traitement_A;Superbe journée, on bouge beaucoup.;contextual;0
7_swap;Entretien 01 24.10.03 01_traitement_A;Grosse entreprise, on beaucoup était.;swap;0
7_translation;Entretien 01 24.10.03 01_traitement_A;Grande entreprise, nous étions beaucoup.;translation;0
8;Entretien 01 24.10.03 01_traitement_A;C'était du travail un peu à la chaîne.;original;0
80;Entretien 01 24.10.03 01_traitement_A;Par exemple, pour la coupe en onglet, comme c'est une vitrerie, on a toujours les mêmes formes qui se répètent.;original;0
80_contextual;Entretien 01 24.10.03 01_traitement_A;Moncontre, pour autre coupe en onglet, comme c' Est une vitrerie, vous aurait exactement les mêmes formes plusieurs se répèteent.;contextual;0
80_swap;Entretien 01 24.10.03 01_traitement_A;Exemple par, pour la en coupe, onglet comme ' c est vitrerie une, on a toujours mêmes les formes qui se répètent.;swap;0
80_translation;Entretien 01 24.10.03 01_traitement_A;Par exemple, pour l'oscillation, comme c'est une fenêtre, nous avons toujours les mêmes formes qui se répètent.;translation;0
81;Entretien 01 24.10.03 01_traitement_A;Et du coup, toujours la même coupe de plomb.;original;0
81_contextual;Entretien 01 24.10.03 01_traitement_A;Et nouveau coup, toujours toujours difficile coupe par plomb.;contextual;0
81_swap;Entretien 01 24.10.03 01_traitement_A;Et coup, du la toujours même de coupe plomb.;swap;0
81_translation;Entretien 01 24.10.03 01_traitement_A;Et c'est pour ça que c'est toujours la même coupe de plomb.;translation;0
82;Entretien 01 24.10.03 01_traitement_A;Et au fur et à mesure, on vient imbriquer une pièce et on monte un peu en escalier.;original;0
82_contextual;Entretien 01 24.10.03 01_traitement_A;Quand dans fur es à mesure, on vient chaquebriquer une pièce comme on referme un peu chaque escalier.;contextual;0
82_swap;Entretien 01 24.10.03 01_traitement_A;Au et fur et mesure à, vient on une imbriquer pièce et on monte un peu en escalier.;swap;0
82_translation;Entretien 01 24.10.03 01_traitement_A;Et avec le temps, on arrive dans une chambre et on monte un peu dans les escaliers.;translation;0
83;Entretien 01 24.10.03 01_traitement_A;Du coup, petit à petit, on monte comme ça.;original;0
83_contextual;Entretien 01 24.10.03 01_traitement_A;Du garage, petit à petit, Kevin monte derrière lui.;contextual;0
83_swap;Entretien 01 24.10.03 01_traitement_A;Du coup, à petit petit, on monte comme. ça;swap;0
83_translation;Entretien 01 24.10.03 01_traitement_A;Alors, petit à petit, on monte comme ça.;translation;0
84;Entretien 01 24.10.03 01_traitement_A;Là, il y a l'équerre et puis ça monte.;original;0
84_contextual;Entretien 01 24.10.03 01_traitement_A;Là, heureusement faut introduit l'é re et ensuite ça monte.;contextual;0
84_swap;Entretien 01 24.10.03 01_traitement_A;Là il, y l a ' équerre puis et monte ça.;swap;0
84_translation;Entretien 01 24.10.03 01_traitement_A;Le voilà et il monte.;translation;0
85;Entretien 01 24.10.03 01_traitement_A;Et le moment où on a le plus d'attention, c'est quand on vient calculer l'angle avec son couteau pour après plier, faire le bon angle et que ça rentre parfaitement.;original;0
85_contextual;Entretien 01 24.10.03 01_traitement_A;Et le jour où on a pas plus des' avantage, c'est quand on fait calculer l'angle depuis les couteau pour après plier, faire le bon angle histoire que ca passe parfaitement.;contextual;0
85_swap;Entretien 01 24.10.03 01_traitement_A;Et le moment on où a le plus ' d attention c, ' est vient quand on calculer l ' angle avec couteau son pour plier après, faire le bon angle et que ça parfaitement rentre.;swap;0
85_translation;Entretien 01 24.10.03 01_traitement_A;Et le moment où vous avez la plus grande attention, c'est quand vous arrivez à calculer l'angle avec votre couteau pour ensuite plier, former le bon angle et l'adapter parfaitement.;translation;0
86;Entretien 01 24.10.03 01_traitement_A;Et c'est le moment où j'ai le plus d'attention pour calculer.;original;0
86_contextual;Entretien 01 24.10.03 01_traitement_A;Et enfin' à ce niveau où j'ai le plus l'attention sans calculer.;contextual;0
86_swap;Entretien 01 24.10.03 01_traitement_A;Et ' c est moment le j où ' ai d le plus ' pour attention calculer.;swap;0
86_translation;Entretien 01 24.10.03 01_traitement_A;Et c'est le moment où j'ai la plus grande attention pour calculer.;translation;0
87;Entretien 01 24.10.03 01_traitement_A;Et au fur et à mesure, au début, t'es très concentré et au fur et à mesure, tu te laisses aller et tu rêvasses.;original;0
87_contextual;Entretien 01 24.10.03 01_traitement_A;mais au lignes et à mesures, au début, t' été bien concentré mais au second pas à mesure, tu te poses prendre et tu rêvasses.;contextual;0
87_swap;Entretien 01 24.10.03 01_traitement_A;Et au fur et à mesure, au, début t ' es très concentré et fur au et mesure à, tu te laisses et aller rêvasses tu.;swap;0
87_translation;Entretien 01 24.10.03 01_traitement_A;Et au fil du temps, au début, vous êtes très concentré et au fil du temps, vous vous laissez aller et rêvez.;translation;0
88;Entretien 01 24.10.03 01_traitement_A;Parce que t'es habitué au même geste et du coup, c'est très répétitif et après, ça commence à s'éliminer.;original;0
88_contextual;Entretien 01 24.10.03 01_traitement_A;Parce on t'es habitué le même geste pour à coup, c' est assez répétitif et après, ensuite arrive à les'éliminer.;contextual;0
88_swap;Entretien 01 24.10.03 01_traitement_A;T parce que ' habitué es au même geste du et, coup c ' est très et répétitif après, s ça commence à ' éliminer.;swap;0
88_translation;Entretien 01 24.10.03 01_traitement_A;Parce que tu es habitué au même geste, et c'est très répétitif, et puis ça commence à disparaître.;translation;0
89;Entretien 01 24.10.03 01_traitement_A;Et puis, tu vas de plus en plus vite.;original;0
89_contextual;Entretien 01 24.10.03 01_traitement_A;Puis puis, qui vas de plus en super loin.;contextual;0
89_swap;Entretien 01 24.10.03 01_traitement_A;Puis et tu, vas de plus plus vite en.;swap;0
89_translation;Entretien 01 24.10.03 01_traitement_A;Et tu vas de plus en plus vite.;translation;0
8_contextual;Entretien 01 24.10.03 01_traitement_A;On'était opéra rock un peu derrière la chaîne.;contextual;0
8_swap;Entretien 01 24.10.03 01_traitement_A;' c était du travail un peu la à chaîne.;swap;0
8_translation;Entretien 01 24.10.03 01_traitement_A;C'était un peu sur le collier.;translation;0
9;Entretien 01 24.10.03 01_traitement_A;Restauration d'églises principalement ou bien création pour des grandes baies d'églises.;original;0
90;Entretien 01 24.10.03 01_traitement_A;Et plus t'as de vitrerie, plus tu vas plus vite.;original;0
90_contextual;Entretien 01 24.10.03 01_traitement_A;Combien plus cher'as ton travail, plus sa vas plus vite.;contextual;0
90_swap;Entretien 01 24.10.03 01_traitement_A;Et plus t ' de as, vitrerie plus tu plus vas vite.;swap;0
90_translation;Entretien 01 24.10.03 01_traitement_A;Et plus tu as de fenêtres, plus tu vas vite.;translation;0
91;Entretien 01 24.10.03 01_traitement_A;Et ça, c'est chouette.;original;0
91_contextual;Entretien 01 24.10.03 01_traitement_A;Esthétique aussi, c'est indéniable.;contextual;0
91_swap;Entretien 01 24.10.03 01_traitement_A;Ça et c, ' est. chouette;swap;0
91_translation;Entretien 01 24.10.03 01_traitement_A;Et c'est génial.;translation;0
92;Entretien 01 24.10.03 01_traitement_A;Du coup, d'abord, on a coupé toutes les pièces à l'aide d'une pige.;original;0
92_contextual;Entretien 01 24.10.03 01_traitement_A;Du bien, la'abord, on avais sauvegardé toutes mes photos à l'aide des'une pige.;contextual;0
92_swap;Entretien 01 24.10.03 01_traitement_A;Coup du, d ' abord, on coupé toutes les a pièces à l ' aide d ' une. pige;swap;0
92_translation;Entretien 01 24.10.03 01_traitement_A;D'abord, on a coupé toutes les pièces avec un pigeon.;translation;0
93;Entretien 01 24.10.03 01_traitement_A;Une pige, c'est un espèce de morceau de verre qu'on vient couper à las bonne taille pour faire des bandes parfaites de verre.;original;1
93_contextual;Entretien 01 24.10.03 01_traitement_A;Une laige, ...'est un morceaux de morceau de papier qu'on vient couper à sos bonne forme pour monter des bandes à forme de textures.;contextual;1
93_swap;Entretien 01 24.10.03 01_traitement_A;Une pige, ' c est un espèce de morceau verre de ' qu on vient couper à las bonne pour taille des bandes parfaites faire de verre.;swap;1
93_translation;Entretien 01 24.10.03 01_traitement_A;Une colombe est une sorte de pièce de verre que vous voulez couper dans la bonne taille pour faire des bandes de verre parfaites.;translation;1
94;Entretien 01 24.10.03 01_traitement_A;Par exemple, je dois avoir une bande ou des carrés qui doivent faire 5 cm sur 5 cm.;original;0
94_contextual;Entretien 01 24.10.03 01_traitement_A;Entre exemple, je voulais avoir la plateforme formant des carrés qui doivent faire 12 cm sur 5 cm.;contextual;0
94_swap;Entretien 01 24.10.03 01_traitement_A;Exemple par je, dois avoir bande ou une carrés des qui faire doivent 5 cm sur 5 cm.;swap;0
94_translation;Entretien 01 24.10.03 01_traitement_A;Par exemple, je dois avoir une bande ou des carrés qui doivent faire 5 cm sur 5 cm.;translation;0
95;Entretien 01 24.10.03 01_traitement_A;Je vais couper une bande de verre qui fait 4,8 cm.;original;0
95_contextual;Entretien 01 24.10.03 01_traitement_A;Je pourrais acheter une bande de verre qui fait  maintenant M.;contextual;0
95_swap;Entretien 01 24.10.03 01_traitement_A;Vais je une couper bande de qui fait verre 4, cm 8.;swap;0
95_translation;Entretien 01 24.10.03 01_traitement_A;Je coupe un ruban de verre de 4,8 cm.;translation;0
96;Entretien 01 24.10.03 01_traitement_A;Parce qu'avec le coupe-verre, c'est un peu technique, en fait, ça va rajouter les 2 mm.;original;0
96_contextual;Entretien 01 24.10.03 01_traitement_A;Parce qu' Avec ta X- pre, T'est malheureusement peu technique, être fait, ça va perdre genre 2 mm.;contextual;0
96_swap;Entretien 01 24.10.03 01_traitement_A;Qu parce ' avec le coupe - verre, c ' est un peu, technique fait en, rajouter ça va 2 les mm.;swap;0
96_translation;Entretien 01 24.10.03 01_traitement_A;Parce qu'avec le coupe-verre, c'est un peu technique, il ajoutera les 2 mm.;translation;0
97;Entretien 01 24.10.03 01_traitement_A;Et du coup, on vient faire ces bandes à la chaîne et on a encore besoin d'une pige où on revient passer pour faire nos petits carrés et du coup, on a des petits carrés parfaits.;original;0
97_contextual;Entretien 01 24.10.03 01_traitement_A;Et après coup, on pourrait faire 3 bandes à la chaîne et y a encore besoin du'une p pause où on revient passer et faire nos petits carrés et des moment, on a les petits carrés parfaits.;contextual;0
97_swap;Entretien 01 24.10.03 01_traitement_A;Et coup du, vient on ces faire bandes la chaîne à et a on encore besoin d ' pige une on où pour revient passer faire nos petits carrés et du coup, on a des petits carrés parfaits.;swap;0
97_translation;Entretien 01 24.10.03 01_traitement_A;Et puis nous sommes ici pour faire ces bandes sur la chaîne, et nous avons besoin d'un autre pigeon où nous allons faire nos petits carrés, et puis nous avons des petits carrés parfaits.;translation;0
98;Entretien 01 24.10.03 01_traitement_A;Quand on a tous nos verres qui sont tous coupés à l'aide de cette technique qui s'appelle la pige, on monte en escalier.;original;1
98_contextual;Entretien 01 24.10.03 01_traitement_A;lorsque on aperçoit tous nos camarades on sont tous devant et à l'aide une la technique qui s'appelle la pige, on prend son escalier.;contextual;1
98_swap;Entretien 01 24.10.03 01_traitement_A;A quand tous on verres nos qui sont tous coupés à l ' de qui aide cette technique s ' appelle pige la, on monte en escalier.;swap;1
98_translation;Entretien 01 24.10.03 01_traitement_A;Si nous avons tous nos verres, tous coupés par cette technique appelée colombe, nous montons dans l'escalier.;translation;1
99;Entretien 01 24.10.03 01_traitement_A;Petite pièce après petite pièce, c'est petite pièce, petit plomb, petite pièce, petit plomb, petite pièce, petit plomb, à la chaîne comme ça.;original;1
